LINEAR ID,Plinear,Pztf,N_L,N_Z,L_chi2r,Z_chi2r,L_chi2,Z_chi2,Lampl,Zampl,Ampl_diff,BpeakL,BpeakZ,BperiodL,BperiodZ,Periodogram_f,B_score,Blazhko_f
23193507,0.473158,0.473174,559,208,3.4,4.6,54.2,42.8,0.78,1.13,0.35,2.1688,2.1687,18.0717,18.0783,-,16,1
23223856,0.586642,0.586647,266,452,3.4,3.7,22.7,28.8,0.64,0.68,0.04,1.7113,1.767,149.5886,16.0372,-,5,0
23230392,0.601905,0.601916,294,419,1.6,1.5,4.6,5.7,0.93,0.86,0.07,1.6953,1.6696,29.4898,121.2121,-,5,0
23248355,0.531882,0.531888,334,449,1.1,1.8,1.2,5.4,0.92,0.88,0.04,1.9415,1.9414,16.2999,16.3092,-,5,0
23252474,0.451658,0.451674,287,434,1.2,4.9,3.6,50.4,0.88,0.72,0.16,2.2506,2.2223,27.3486,120.4094,-,7,0
23270181,0.623522,0.623514,302,313,1.1,2.3,3.0,7.6,0.35,0.49,0.14,1.6403,1.6712,27.386,14.8368,-,5,0
23287933,0.277194,0.277193,302,616,1.2,1.9,2.4,3.9,0.44,0.59,0.15,3.6781,3.6124,14.1733,207.4689,-,8,0
23291585,0.626576,0.626579,278,455,1.3,1.4,3.5,2.4,0.46,0.44,0.02,1.6687,1.6094,13.7561,74.6547,-,5,0
23389610,0.525025,0.525022,263,735,1.0,1.7,1.3,5.7,0.82,0.8,0.02,1.9537,1.9537,20.3998,20.4019,-,5,1
23413190,0.579177,0.579178,561,398,1.2,1.4,2.0,3.0,0.84,0.78,0.06,1.7605,1.7321,29.4985,182.3154,-,9,1
23555046,0.514364,0.514357,303,444,2.1,4.5,9.8,46.4,0.91,0.84,0.07,1.9735,1.9735,34.0832,34.1472,-,6,0
23596342,0.602841,0.602846,286,287,1.2,2.9,1.8,15.6,0.41,0.63,0.22,1.6762,1.6719,57.5209,76.0456,L,0,2
23598918,0.514599,0.514604,315,149,1.1,2.3,1.6,9.0,1.09,1.07,0.02,2.0313,1.9481,11.3533,204.499,-,5,0
23603002,0.841299,0.84126,315,365,1.3,2.3,3.9,8.1,0.44,0.39,0.05,1.2069,1.1929,54.7196,237.2479,-,0,0
23604060,0.469075,0.469102,344,464,3.6,7.4,22.4,89.2,0.78,0.77,0.01,2.2313,2.1962,10.0528,15.5051,-,16,0
23624228,0.364453,0.364454,295,471,3.8,5.3,23.2,30.6,0.32,0.35,0.03,2.8143,2.7655,14.1854,46.1574,-,12,0
23653629,0.442052,0.442055,299,516,2.4,4.4,15.8,47.4,0.82,0.74,0.08,2.333,2.2839,14.1233,46.0405,-,6,1
23707868,0.62787,0.627877,319,652,1.0,1.9,1.7,8.5,0.86,0.84,0.02,1.6527,1.6062,16.675,73.9919,-,5,1
23753803,0.60101,0.601007,257,570,1.8,2.3,4.7,10.9,0.56,0.74,0.18,1.7316,1.6687,14.7656,206.3983,-,10,0
23846316,0.588263,0.58826,388,202,1.2,2.8,3.0,30.5,0.74,1.12,0.38,1.7339,1.7484,29.4204,20.6271,-,5,1
23867624,0.305277,0.305278,446,284,1.3,1.6,2.9,3.4,0.37,0.38,0.01,3.3096,3.3001,29.4811,40.95,-,8,0
23898397,0.563018,0.562989,323,439,1.6,3.5,7.0,38.5,0.69,0.6,0.09,1.7793,1.8094,318.4713,30.1477,L,0,2
23900947,0.727771,0.727767,296,244,3.0,1.0,15.6,1.5,0.65,0.95,0.3,1.4079,1.4236,29.5727,20.1816,-,5,0
23939214,0.501314,0.501313,325,284,1.1,4.0,1.7,36.2,0.98,1.23,0.25,2.0001,1.9988,186.2197,249.066,-,5,1
23976465,0.544094,0.544089,311,314,1.1,1.8,1.9,5.3,0.92,1.22,0.3,1.9204,1.9203,12.1308,12.1352,-,5,0
24019356,0.517473,0.51746,574,158,1.5,4.6,4.2,44.2,0.73,0.91,0.18,1.969,1.9677,27.3973,28.4576,-,7,1
24020106,0.542397,0.542396,584,209,2.9,4.5,16.0,54.3,0.52,0.95,0.43,1.8776,1.9232,29.4855,12.5778,-,7,1
24050838,0.350489,0.350489,252,463,2.6,8.4,12.7,73.1,0.49,0.47,0.02,2.9209,2.8579,14.7623,209.205,-,5,0
24061070,0.562641,0.562643,251,78,1.1,1.4,1.5,2.2,0.84,0.81,0.03,1.8451,1.7964,14.7504,52.4934,-,0,0
24062437,0.588734,0.588747,321,725,1.1,2.1,1.7,5.7,0.62,0.59,0.03,1.7662,1.7449,14.7863,21.5587,-,5,1
24111769,0.346903,0.346893,256,662,1.1,2.3,2.0,8.1,0.57,0.52,0.05,2.9841,2.8877,9.859,202.2245,-,5,1
24153038,0.616081,0.616081,611,362,1.4,1.5,3.9,3.7,0.84,0.85,0.01,1.657,1.6287,29.5552,181.3237,-,5,0
24170603,0.526913,0.526916,521,237,1.1,2.4,3.0,11.7,0.93,1.31,0.38,1.9344,1.9503,27.3486,19.0621,-,5,0
24185328,0.582147,0.582143,411,700,3.1,1.4,23.8,3.3,0.77,0.65,0.12,1.7517,1.7233,29.5029,182.1494,-,5,0
24216004,0.382077,0.381912,546,287,1.9,7.8,6.5,110.6,0.3,0.44,0.14,2.6511,2.6244,29.5596,167.2241,-,10,1
24231910,0.596312,0.596315,322,294,0.8,1.6,1.0,4.2,0.7,0.95,0.25,1.711,1.6811,29.4334,242.1308,-,5,0
24236445,0.625308,0.625307,375,243,0.9,1.4,0.9,22.9,0.47,0.74,0.27,1.6357,1.6215,27.386,44.8029,-,5,0
24237469,0.508632,0.50863,315,137,1.3,2.5,4.5,21.7,0.73,0.71,0.02,1.9999,1.9856,29.5465,51.1117,-,5,0
24257481,0.291239,0.291218,303,397,5.7,7.2,43.1,39.9,0.38,0.42,0.04,3.4701,3.4394,27.4048,180.6685,-,16,0
24262890,0.60046,0.600462,329,439,0.8,1.8,1.0,5.3,0.61,0.57,0.04,1.7019,1.6709,27.3898,181.4882,-,5,0
